signature	lineage	gene	direction	meta_logFC	source
lineage_NK_NKT	NK_NKT	TCP1	up	0.281224390133908	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	ST3GAL1	up	0.264381023365432	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	RP11-473M20.7	down	-0.386771692409329	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	POU2F2	down	-0.386184729129998	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	CYTH4	down	-0.28023763158919	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	C7orf49	down	-0.368217841961079	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	AES	down	-0.188705337693644	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	GPKOW	down	-0.362077892872278	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	CEP78	down	-0.225365277913604	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	PTPMT1	down	-0.368014670429367	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	RNF125	up	0.254728247431755	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	MKNK2	up	0.298211096053951	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	STX7	down	-0.263121148137504	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	MRPL46	down	-0.389284911308899	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	SFR1	down	-0.428001775668457	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	MRPS23	down	-0.314767150708413	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	CCNT1	up	0.329930016895499	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	FUT11	down	-0.327448506457696	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	LPXN	up	0.220347314432758	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	ATP5B	up	0.183497617616478	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	CHMP6	down	-0.323549541605544	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	EXOC1	down	-0.35413614200966	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	SIRPG	up	0.705437428476325	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	ERCC4	down	-0.398663240427503	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	COQ10B	up	0.244296301776074	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	TMEM199	down	-0.343149033854759	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	MEPCE	up	0.443198280052196	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	NRROS	down	-0.301167938008495	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	IFIT5	down	-0.463016736953034	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	GLT8D1	down	-0.317458047819282	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	DBF4	up	0.323705856214265	Gate6b_persistent_stress_excluded
lineage_NK_NKT	NK_NKT	ASXL1	up	0.319915101600234	Gate6b_persistent_stress_excluded
